Symbol,現價,DPI,5D_DPI,Edge,防禦價,位階,戰術,板塊
CTSH,54.61,66.78,65.65,-29.42,52.5,止跌回升,⏳ 觀望,科技
CTVA,79.44,74.61,64.31,-22.91,70.0,逆轉,⏳ 觀望,Basic Materials
CUBE,39.05,64.51,50.08,-21.68,35.0,逆轉,⏳ 觀望,Real Estate
CUBI,77.89,74.5,56.16,-33.62,65.0,牛勢,⏳ 觀望,金融
CURE,85.08,65.52,0.0,-46.65,75.0,止跌回升,⏳ 觀望,指數基金
CUSD,0.0,82.81,0.0,-13.1,11.0,反彈,⏳ 觀望,指數基金
CUZ,24.9,60.11,53.99,-25.05,22.5,牛勢,⏳ 觀望,Real Estate
CVBF,20.08,74.45,72.07,-25.71,20.0,逆轉,⏳ 觀望,金融
CVCO,534.37,67.43,0.0,-45.84,480.0,逆轉,⏳ 觀望,消費
CVE,26.88,61.76,54.38,-33.78,15.0,牛勢,⏳ 觀望,能源
CVGW,28.52,74.15,70.76,-37.22,25.0,牛勢,⏳ 觀望,Consumer Defensive
CVI,32.38,67.11,61.25,-50.58,25.0,牛勢,⏳ 觀望,能源
CVLC,82.33,62.39,0.0,-12.81,50.0,逆轉,⏳ 觀望,指數基金
CVLT,88.46,53.06,62.32,-58.75,75.0,牛勢,⏳ 觀望,科技
CVMC,63.48,69.74,0.0,-14.01,58.0,逆轉,⏳ 觀望,指數基金
CVNA,406.74,61.12,64.01,-58.82,250.0,牛勢,⏳ 觀望,消費
CVRX,7.67,62.63,48.06,-88.42,17.5,牛勢,⏳ 觀望,醫療
CW,717.32,64.97,38.46,-31.75,690.0,逆轉,⏳ 觀望,工業
CWB,100.81,68.46,67.61,-13.09,95.0,逆轉,⏳ 觀望,指數基金
CWCO,33.77,66.71,37.72,-29.41,35.0,逆轉,⏳ 觀望,公用事業
CWEB,26.35,68.82,60.03,-52.22,24.0,止跌回升,⏳ 觀望,指數基金
CWEN,41.05,46.8,60.49,-26.81,30.0,逆轉,⏳ 觀望,公用事業
CWT,46.41,54.58,60.47,-23.09,45.0,逆轉,⏳ 觀望,公用事業
CXT,44.35,60.36,59.35,-35.45,35.0,逆轉,⏳ 觀望,工業
CXW,20.24,64.14,48.4,-33.86,19.0,牛勢,⏳ 觀望,工業
CYTK,61.6,46.69,65.63,-55.16,50.0,反彈,⏳ 觀望,醫療
CZNC,23.02,62.83,0.0,-22.62,17.5,逆轉,⏳ 觀望,金融
D,62.5,64.87,57.69,-17.97,60.0,反彈,⏳ 觀望,公用事業
DAKT,19.69,75.83,64.98,-47.65,12.5,止跌回升,⏳ 觀望,科技
DAL,68.35,54.71,60.66,-40.71,65.0,牛勢,⏳ 觀望,工業
DAPP,18.94,52.81,67.18,-62.17,16.0,牛勢,⏳ 觀望,指數基金
DBA,27.6,72.0,56.03,-10.2,25.0,反彈,⏳ 觀望,指數基金
DBB,25.08,94.63,84.25,-17.61,33.0,逆轉,⏳ 觀望,指數基金
DBD,82.36,67.25,72.99,-32.56,75.0,牛勢,⏳ 觀望,科技
DBMF,30.55,74.77,68.46,-11.79,30.0,反彈,⏳ 觀望,指數基金
DBRG,15.6,71.94,48.56,-56.87,15.5,止跌回升,⏳ 觀望,金融
DBX,23.9,60.91,49.8,-26.38,23.5,逆轉,⏳ 觀望,科技
DCI,89.8,73.1,63.23,-25.6,90.0,反彈,⏳ 觀望,工業
DCOM,36.11,81.26,66.07,-31.03,20.0,牛勢,⏳ 觀望,金融
DCOR,75.94,61.52,0.0,-12.34,59.0,逆轉,⏳ 觀望,指數基金
DDWM,34.89,52.61,61.63,-12.07,37.0,反彈,⏳ 觀望,指數基金
DE,567.99,75.84,66.8,-27.88,560.0,逆轉,⏳ 觀望,工業
DEA,23.36,75.35,59.68,-22.06,20.0,逆轉,⏳ 觀望,Real Estate
DECK,106.77,62.92,63.28,-49.86,95.0,逆轉,⏳ 觀望,消費
DEI,10.9,63.18,49.76,-28.83,10.0,牛勢,⏳ 觀望,Real Estate
DEM,52.18,77.52,59.82,-12.58,45.0,反彈,⏳ 觀望,指數基金
DFAC,42.02,66.59,69.57,-12.71,33.0,逆轉,⏳ 觀望,指數基金
DFAS,71.74,63.39,66.53,-17.07,74.0,逆轉,⏳ 觀望,指數基金
DFAT,65.01,52.11,66.61,-17.34,66.0,逆轉,⏳ 觀望,指數基金
DFAU,46.8,63.72,67.47,-12.48,42.0,逆轉,⏳ 觀望,指數基金
DFAW,78.49,63.49,0.0,-12.14,71.0,逆轉,⏳ 觀望,指數基金
DFDV,4.33,63.4,50.85,-165.4,4.0,牛勢,🎯 進攻獵人 (BC),金融
DFGR,27.94,57.55,65.41,-11.7,27.0,反彈,⏳ 觀望,指數基金
DFIP,42.04,61.51,0.0,-3.45,42.0,止跌回升,⏳ 觀望,指數基金
DFIV,55.34,53.36,62.61,-13.07,48.0,反彈,⏳ 觀望,指數基金
DFLV,36.91,85.16,75.74,-11.54,36.0,反彈,⏳ 觀望,指數基金
DFSU,39.23,82.41,70.71,-13.53,37.0,逆轉,⏳ 觀望,指數基金
DFSV,37.4,79.35,66.68,-18.36,25.0,逆轉,⏳ 觀望,指數基金
DFUS,76.81,78.24,78.36,-12.67,71.0,逆轉,⏳ 觀望,指數基金
DG,117.37,69.98,69.09,-36.31,110.0,止跌回升,⏳ 觀望,防禦性消費
DGICA,17.75,82.97,0.0,-23.03,15.0,反彈,⏳ 觀望,金融
DGII,56.41,72.23,66.58,-35.09,20.0,牛勢,⏳ 觀望,科技
DGNX,0.44,60.28,50.63,-161.81,35.0,牛勢,⏳ 觀望,工業
DGRS,53.9,67.96,0.0,-18.46,30.0,逆轉,⏳ 觀望,指數基金
DGX,195.65,58.07,60.69,-22.16,190.0,反彈,⏳ 觀望,醫療
DHC,7.52,72.21,65.38,-47.18,2.5,牛勢,⏳ 觀望,Real Estate
DHI,158.21,68.29,65.93,-37.34,135.0,牛勢,⏳ 觀望,消費
DIG,56.8,71.74,0.0,-38.58,75.0,牛勢,⏳ 觀望,指數基金
DIN,27.58,77.06,64.54,-45.64,25.0,逆轉,⏳ 觀望,消費
DINO,61.82,69.3,60.64,-35.19,45.0,牛勢,⏳ 觀望,能源
DIOD,101.27,70.51,51.96,-52.6,50.0,牛勢,⏳ 觀望,科技
DIV,19.09,35.46,60.16,-10.3,12.0,反彈,⏳ 觀望,指數基金
DIVB,56.13,44.01,60.39,-11.38,54.0,反彈,⏳ 觀望,指數基金
DIVO,45.32,60.74,71.54,-9.03,44.41,止跌回升,⏳ 觀望,指數基金
DKS,229.4,63.98,67.15,-38.19,190.0,牛勢,⏳ 觀望,消費
DLB,63.64,60.84,60.21,-22.17,65.0,逆轉,⏳ 觀望,工業
DLTR,98.03,69.56,78.31,-36.78,100.0,止跌回升,⏳ 觀望,Consumer Defensive
DLX,30.51,62.61,57.02,-39.01,25.0,牛勢,⏳ 觀望,工業
DMRC,7.16,72.76,55.92,-74.31,5.0,牛勢,⏳ 觀望,科技
DOC,16.22,54.54,60.75,-23.18,15.0,止跌回升,⏳ 觀望,Real Estate
DOCU,45.61,62.55,61.05,-47.23,45.0,逆轉,⏳ 觀望,科技
DOV,226.06,74.08,60.33,-23.57,210.0,逆轉,⏳ 觀望,工業
DOX,64.73,61.22,54.15,-23.92,60.0,反彈,⏳ 觀望,科技
DPST,118.28,60.07,51.7,-70.59,102.0,牛勢,⏳ 觀望,指數基金
DPZ,336.8,76.68,68.97,-25.03,340.0,止跌回升,⏳ 觀望,消費
DQ,22.1,62.45,63.82,-67.01,26.0,逆轉,⏳ 觀望,科技
DRH,10.22,70.24,60.38,-25.46,10.0,逆轉,⏳ 觀望,房地產
DRI,198.63,89.93,82.81,-24.55,180.0,反彈,⏳ 觀望,消費
DRN,10.26,65.47,60.8,-40.39,8.0,牛勢,⏳ 觀望,指數基金
DRTS,7.91,63.41,52.59,-63.14,2.5,牛勢,⏳ 觀望,醫療
DRVN,12.73,74.6,51.57,-49.57,22.5,牛勢,⏳ 觀望,消費
DTCR,28.42,79.28,63.01,-20.91,20.0,牛勢,⏳ 觀望,指數基金
DTE,146.52,76.64,66.19,-15.23,110.0,逆轉,⏳ 觀望,公用事業
DUBS,37.0,90.72,0.0,-12.82,28.0,逆轉,⏳ 觀望,指數基金
DUHP,39.03,73.14,74.6,-11.86,20.0,反彈,⏳ 觀望,指數基金
DUK,127.1,60.61,59.63,-14.84,115.0,反彈,⏳ 觀望,公用事業
DUOL,103.3,58.27,68.55,-64.54,90.0,牛勢,⏳ 觀望,科技
DUSA,54.85,84.06,84.06,-13.8,45.0,逆轉,⏳ 觀望,指數基金
DUSL,87.5,65.95,0.0,-45.62,75.0,牛勢,⏳ 觀望,指數基金
DVA,150.06,73.09,62.7,-33.94,110.0,牛勢,⏳ 觀望,醫療
DVN,48.14,71.9,66.1,-31.8,35.0,牛勢,⏳ 觀望,能源
DVOL,36.29,68.29,0.0,-11.67,29.0,反彈,⏳ 觀望,指數基金
DXC,11.57,61.47,61.93,-44.14,12.0,反彈,⏳ 觀望,科技
DXPE,165.07,63.84,47.15,-47.07,145.0,牛勢,⏳ 觀望,工業
DY,415.86,68.86,71.26,-36.78,310.0,牛勢,⏳ 觀望,工業
DYN,18.04,60.61,70.28,-82.85,18.0,牛勢,⏳ 觀望,醫療
DYNF,63.92,82.34,78.65,-12.75,56.0,逆轉,⏳ 觀望,指數基金
E,53.85,83.96,73.11,-21.35,37.5,牛勢,⏳ 觀望,能源
EAF,9.51,62.35,51.08,-116.32,6.0,牛勢,⏳ 觀望,工業
EAGG,47.55,70.1,74.05,-3.73,53.0,止跌回升,⏳ 觀望,指數基金
EARN,4.73,67.41,67.93,-21.2,2.5,逆轉,⏳ 觀望,金融
EBAY,100.29,64.45,53.96,-36.81,90.0,牛勢,⏳ 觀望,消費
EBF,20.4,61.25,71.14,-21.85,5.0,反彈,⏳ 觀望,工業
ECL,268.02,59.74,60.22,-19.49,250.0,反彈,⏳ 觀望,Basic Materials
ECON,28.85,3.72,90.77,-18.26,20.0,逆轉,⏳ 觀望,指數基金
ECPG,84.23,65.5,63.34,-40.44,55.0,牛勢,⏳ 觀望,金融
ED,108.82,69.9,60.35,-17.08,100.0,反彈,⏳ 觀望,公用事業
EDIV,41.68,51.08,61.63,-11.67,31.0,反彈,⏳ 觀望,指數基金
EEFT,75.27,58.82,68.2,-30.93,70.0,牛勢,⏳ 觀望,科技
EEM,63.64,67.33,69.36,-18.25,55.0,逆轉,⏳ 觀望,指數基金
EEX,4.86,60.41,0.0,-57.1,2.5,牛勢,⏳ 觀望,通訊
EFAX,48.92,80.97,0.0,-14.66,41.0,反彈,⏳ 觀望,指數基金
EFC,13.32,61.48,66.64,-17.34,12.5,逆轉,⏳ 觀望,房地產
EFG,121.78,69.89,68.48,-16.17,107.0,反彈,⏳ 觀望,指數基金
EFV,76.44,66.49,41.15,-13.35,67.0,反彈,⏳ 觀望,指數基金
EFXT,25.58,64.45,57.08,-39.77,2.5,牛勢,⏳ 觀望,能源
EFZ,12.02,64.27,56.55,-15.38,22.0,反彈,⏳ 觀望,指數基金
EG,343.63,65.42,59.0,-23.88,330.0,逆轉,⏳ 觀望,金融
EGBN,26.34,65.08,59.22,-46.99,25.0,逆轉,⏳ 觀望,金融
EGP,199.99,78.69,73.86,-17.96,170.0,逆轉,⏳ 觀望,房地產
EHC,100.93,66.33,66.41,-24.35,95.0,逆轉,⏳ 觀望,醫療
EIDO,15.22,70.45,60.93,-21.61,15.0,止跌回升,⏳ 觀望,指數基金
EIX,68.56,82.2,68.8,-27.25,65.0,逆轉,⏳ 觀望,公用事業
ELIL,17.08,80.31,80.31,-78.87,17.0,止跌回升,⏳ 觀望,指數基金
ELMD,26.13,70.46,0.0,-48.33,20.0,逆轉,⏳ 觀望,醫療
ELPC,12.27,72.58,35.92,-40.26,5.0,牛勢,⏳ 觀望,公用事業
ELS,62.78,69.47,54.76,-17.11,60.0,止跌回升,⏳ 觀望,Real Estate
ELTX,11.43,72.72,74.74,-72.13,7.5,牛勢,⏳ 觀望,醫療
EMA,52.6,65.52,0.0,-14.16,45.0,逆轉,⏳ 觀望,公用事業
EMGF,56.38,44.04,79.51,-18.03,50.0,逆轉,⏳ 觀望,指數基金
EMLC,25.69,66.06,48.74,-6.52,26.0,止跌回升,⏳ 觀望,指數基金
EMPD,4.94,90.24,77.25,-122.91,4.0,牛勢,⏳ 觀望,消費
EMR,141.51,70.09,62.54,-28.48,130.0,逆轉,⏳ 觀望,工業
ENB,52.46,66.89,67.75,-15.49,42.5,逆轉,⏳ 觀望,能源
ENGN,7.24,44.01,76.44,-87.7,5.0,牛勢,⏳ 觀望,醫療
ENLT,89.36,79.19,78.83,-48.86,65.0,牛勢,⏳ 觀望,公用事業
ENOV,24.55,78.83,74.96,-52.34,20.0,逆轉,⏳ 觀望,醫療
ENR,19.47,66.41,63.7,-50.62,15.0,牛勢,⏳ 觀望,工業
ENS,210.45,58.06,66.44,-37.65,135.0,牛勢,⏳ 觀望,工業
ENVA,173.56,71.11,59.39,-37.71,160.0,牛勢,⏳ 觀望,金融
EOLS,5.24,60.0,53.59,-68.75,5.0,牛勢,⏳ 觀望,醫療
EPAM,116.35,57.03,72.69,-44.39,120.0,止跌回升,⏳ 觀望,科技
EPC,23.09,65.57,67.18,-41.05,17.5,牛勢,⏳ 觀望,Consumer Defensive
EPR,55.4,67.88,61.15,-22.44,45.0,逆轉,⏳ 觀望,房地產
EPRT,31.11,66.63,62.63,-17.26,25.0,反彈,⏳ 觀望,房地產
EQR,62.33,63.9,65.91,-19.75,60.0,逆轉,⏳ 觀望,Real Estate
EQWL,121.02,57.04,63.12,-10.85,127.0,反彈,⏳ 觀望,指數基金
ERIC,11.06,79.01,74.32,-31.9,10.0,反彈,⏳ 觀望,科技
ERIE,231.44,71.64,67.13,-29.35,220.0,止跌回升,⏳ 觀望,金融
ES,68.74,69.31,60.07,-24.77,65.0,反彈,⏳ 觀望,公用事業
ESAB,103.31,59.89,63.43,-39.32,100.0,逆轉,⏳ 觀望,工業
ESE,321.11,70.77,67.38,-29.19,280.0,牛勢,⏳ 觀望,科技
ESGV,125.31,47.05,65.95,-13.73,119.0,逆轉,⏳ 觀望,指數基金
ESI,40.36,67.43,57.47,-36.91,36.0,牛勢,⏳ 觀望,原物料
ESPR,1.94,62.44,62.85,-80.02,1.0,逆轉,⏳ 觀望,醫療
ESS,256.94,76.57,60.23,-21.18,230.0,逆轉,⏳ 觀望,房地產
ESTA,65.45,64.53,66.06,-56.32,45.0,牛勢,⏳ 觀望,醫療
ETHW,16.38,57.44,61.1,-71.14,15.0,牛勢,⏳ 觀望,指數基金
ETR,113.13,75.88,47.76,-18.73,90.0,牛勢,⏳ 觀望,公用事業
EUHY,52.25,18.15,93.62,-5.71,49.0,止跌回升,⏳ 觀望,指數基金
EVCM,11.72,76.38,0.0,-53.43,12.5,牛勢,⏳ 觀望,科技
EVER,15.82,63.67,63.4,-47.32,15.0,逆轉,⏳ 觀望,通訊
EVRG,81.59,57.34,62.02,-15.82,77.5,反彈,⏳ 觀望,公用事業
EVTC,29.39,57.53,66.5,-30.24,25.0,牛勢,⏳ 觀望,科技
EWA,29.18,80.19,63.51,-15.98,29.0,反彈,⏳ 觀望,指數基金
EWC,57.98,82.65,68.79,-13.37,55.0,反彈,⏳ 觀望,指數基金
EWCZ,5.82,83.53,69.57,-65.78,6.0,牛勢,⏳ 觀望,Consumer Defensive
EWH,23.33,40.97,61.7,-15.86,23.0,反彈,⏳ 觀望,指數基金
EWL,61.12,66.26,49.26,-14.93,60.0,反彈,⏳ 觀望,指數基金
EWM,29.33,72.8,48.35,-14.05,27.0,反彈,⏳ 觀望,指數基金
EWN,62.7,62.39,76.52,-18.26,58.0,逆轉,⏳ 觀望,指數基金
EWT,87.37,59.96,64.91,-23.89,50.0,牛勢,⏳ 觀望,指數基金
EWW,77.36,76.52,63.01,-20.94,85.0,逆轉,⏳ 觀望,指數基金
EWY,156.58,45.95,60.46,-36.61,135.0,牛勢,⏳ 觀望,指數基金
EXC,46.64,77.47,65.64,-17.7,40.0,反彈,⏳ 觀望,公用事業
EXEL,44.64,74.19,68.47,-43.28,40.0,逆轉,⏳ 觀望,醫療
EXP,209.99,74.07,68.45,-34.54,185.0,牛勢,⏳ 觀望,Basic Materials
EXPD,148.1,81.72,67.09,-29.72,140.0,逆轉,⏳ 觀望,工業
EXPE,245.22,75.35,73.16,-45.58,230.0,牛勢,⏳ 觀望,消費
EZA,69.8,56.3,65.54,-29.19,58.0,逆轉,⏳ 觀望,指數基金
EZET,16.81,83.94,0.0,-71.38,23.0,牛勢,⏳ 觀望,指數基金
F,12.5,62.85,59.46,-29.5,10.0,逆轉,⏳ 觀望,消費
FA,13.15,64.71,58.63,-51.55,2.5,牛勢,⏳ 觀望,工業
FAD,123.17,70.99,0.0,-17.68,149.0,逆轉,⏳ 觀望,指數基金
FANG,196.42,66.48,67.79,-29.94,155.0,牛勢,⏳ 觀望,能源
FAS,134.79,61.48,52.71,-43.59,125.0,牛勢,⏳ 觀望,指數基金
FAST,45.28,67.66,54.94,-24.76,40.0,反彈,⏳ 觀望,工業
FBK,53.53,79.04,61.27,-27.76,45.0,逆轉,⏳ 觀望,金融
FBL,31.63,66.43,47.79,-69.19,32.0,牛勢,⏳ 觀望,指數基金
FBNC,59.97,90.68,82.33,-27.32,25.0,逆轉,⏳ 觀望,金融
FBND,45.72,76.33,63.05,-3.85,51.0,止跌回升,⏳ 觀望,指數基金
FBRT,9.12,76.6,74.07,-25.73,8.0,逆轉,⏳ 觀望,房地產
FBT,207.64,68.28,0.0,-21.45,190.0,反彈,⏳ 觀望,指數基金
FBY,11.26,61.81,0.0,-28.39,11.0,牛勢,⏳ 觀望,指數基金
FCBC,43.41,74.37,0.0,-26.13,50.0,牛勢,⏳ 觀望,金融
FCFS,217.39,69.57,62.18,-27.19,190.0,牛勢,⏳ 觀望,金融
FCG,30.01,58.57,60.6,-25.81,23.0,牛勢,⏳ 觀望,指數基金
FCN,184.92,75.07,50.9,-24.18,170.0,牛勢,⏳ 觀望,工業
FCNCA,1972.77,80.57,0.0,-28.19,1900.0,逆轉,⏳ 觀望,金融
FCOM,74.06,70.11,28.59,-15.24,70.0,逆轉,⏳ 觀望,指數基金
FCPT,25.43,69.17,52.56,-16.01,20.0,反彈,⏳ 觀望,房地產
FDEM,34.32,65.19,0.0,-15.99,24.0,逆轉,⏳ 觀望,指數基金
FDMO,87.59,73.19,72.22,-16.36,73.0,逆轉,⏳ 觀望,指數基金
FDMT,9.47,63.63,59.73,-90.23,9.0,牛勢,⏳ 觀望,醫療
FDN,262.66,84.9,57.42,-19.05,235.0,逆轉,⏳ 觀望,指數基金
FDP,41.86,66.98,0.0,-26.08,40.0,逆轉,⏳ 觀望,Consumer Defensive
FDS,225.35,62.96,63.81,-37.21,230.0,牛勢,⏳ 觀望,金融
FDT,83.9,61.43,38.57,-17.05,72.0,逆轉,⏳ 觀望,指數基金
FDV,28.18,55.93,91.2,-10.97,19.0,止跌回升,⏳ 觀望,指數基金
FE,49.3,87.09,78.74,-14.21,33.0,反彈,⏳ 觀望,公用事業
FEIM,50.07,74.22,0.0,-80.58,35.0,牛勢,⏳ 觀望,科技
FELC,39.74,89.19,75.17,-12.32,39.0,逆轉,⏳ 觀望,指數基金
FELE,103.56,73.4,69.52,-28.64,90.0,逆轉,⏳ 觀望,工業
FELG,42.3,64.29,64.39,-16.01,37.0,逆轉,⏳ 觀望,指數基金
FELV,37.13,65.32,66.3,-10.86,34.0,反彈,⏳ 觀望,指數基金
FEM,32.63,22.24,62.83,-16.32,30.0,逆轉,⏳ 觀望,指數基金
FEPI,43.23,59.13,63.26,-16.42,41.0,逆轉,⏳ 觀望,指數基金
FER,67.73,75.13,76.53,-22.64,75.0,逆轉,⏳ 觀望,工業
FESM,42.32,71.05,73.28,-18.89,38.0,逆轉,⏳ 觀望,指數基金
FFBC,30.74,69.3,64.81,-25.73,15.0,逆轉,⏳ 觀望,金融
FFEM,36.55,76.67,0.0,-19.79,27.0,逆轉,⏳ 觀望,指數基金
FFIN,32.42,62.45,71.57,-25.59,17.5,逆轉,⏳ 觀望,金融
FHB,27.28,60.75,55.54,-23.93,25.0,逆轉,⏳ 觀望,金融
FHI,56.77,82.84,79.75,-20.03,52.5,逆轉,⏳ 觀望,金融
FHLC,69.7,40.15,61.62,-15.34,71.0,止跌回升,⏳ 觀望,指數基金
FHTX,5.22,68.9,0.0,-71.77,2.5,牛勢,⏳ 觀望,醫療
FIBK,35.31,77.55,73.93,-29.4,30.0,逆轉,⏳ 觀望,金融
FICO,1013.25,61.74,52.61,-53.64,800.0,牛勢,⏳ 觀望,科技
FID,20.72,85.88,8.02,-9.56,15.0,反彈,⏳ 觀望,指數基金
FIDI,28.55,14.07,91.54,-11.25,23.0,反彈,⏳ 觀望,指數基金
FIDU,93.74,57.15,73.46,-15.98,79.0,逆轉,⏳ 觀望,指數基金
FIGS,15.66,66.76,62.84,-54.71,2.5,牛勢,⏳ 觀望,消費
FISI,34.51,66.08,0.0,-26.53,30.0,逆轉,⏳ 觀望,金融
FITB,50.34,63.15,67.66,-25.35,45.0,逆轉,⏳ 觀望,金融
FIVN,16.58,66.57,53.61,-50.1,12.5,牛勢,⏳ 觀望,科技
FIZZ,34.28,66.65,0.0,-25.44,30.0,反彈,⏳ 觀望,Consumer Defensive
FLAX,28.74,86.24,0.0,-17.35,27.0,逆轉,⏳ 觀望,指數基金
FLEX,88.01,67.58,55.76,-42.63,75.0,牛勢,⏳ 觀望,科技
FLNG,31.41,61.44,58.71,-26.13,25.0,牛勢,⏳ 觀望,能源
FLS,87.95,80.98,73.03,-42.61,70.0,牛勢,⏳ 觀望,工業
FLUT,112.74,61.98,66.51,-42.29,100.0,逆轉,⏳ 觀望,消費
FLYW,13.74,74.35,48.79,-41.38,15.0,牛勢,⏳ 觀望,科技
FMAT,60.18,47.65,91.74,-16.9,50.0,逆轉,⏳ 觀望,指數基金
FMDE,38.25,48.08,60.73,-13.87,26.0,逆轉,⏳ 觀望,指數基金
FMNB,14.15,65.55,47.55,-25.03,10.0,逆轉,⏳ 觀望,金融
FNB,17.9,72.58,69.2,-25.77,17.5,逆轉,⏳ 觀望,金融
FND,49.81,65.14,62.15,-44.49,47.5,反彈,⏳ 觀望,消費
FNDE,40.02,61.8,63.07,-14.3,40.0,反彈,⏳ 觀望,指數基金
FNDF,50.96,75.35,65.5,-14.07,41.0,反彈,⏳ 觀望,指數基金
FNX,125.91,75.6,0.0,-16.18,120.0,逆轉,⏳ 觀望,指數基金
FNY,82.49,77.84,0.0,-19.12,91.0,逆轉,⏳ 觀望,指數基金
FOLD,14.5,73.21,50.1,-43.26,12.0,止跌回升,⏳ 觀望,醫療
FOR,28.09,70.07,0.0,-34.7,22.5,逆轉,⏳ 觀望,Real Estate
FOUR,45.0,47.43,63.9,-52.78,40.0,逆轉,⏳ 觀望,科技
FOX,57.13,77.02,68.2,-26.56,55.0,逆轉,⏳ 觀望,通訊
FRDM,62.99,61.61,53.5,-21.71,52.0,牛勢,⏳ 觀望,指數基金
FRHC,151.95,60.51,0.0,-38.06,135.0,牛勢,⏳ 觀望,金融
FRI,27.22,61.25,3.24,-13.08,21.0,逆轉,⏳ 觀望,指數基金
FROG,46.17,67.82,55.67,-61.79,40.0,牛勢,⏳ 觀望,科技
FRT,111.19,57.45,70.69,-17.74,90.0,逆轉,⏳ 觀望,房地產
FSBC,40.77,66.94,0.0,-26.17,35.0,逆轉,⏳ 觀望,金融
FSK,10.5,71.7,59.46,-30.17,10.0,逆轉,⏳ 觀望,金融
FSLR,197.48,60.19,58.55,-60.15,180.0,反彈,⏳ 觀望,科技
FSS,115.69,66.87,65.28,-33.06,90.0,逆轉,⏳ 觀望,工業
FSV,146.49,80.8,25.04,-25.35,140.0,逆轉,⏳ 觀望,Real Estate
FTC,169.94,60.23,0.0,-17.01,171.0,逆轉,⏳ 觀望,指數基金
FTCI,5.12,54.02,60.86,-99.19,22.5,牛勢,⏳ 觀望,科技
FTDR,60.54,76.48,67.45,-41.08,55.0,牛勢,⏳ 觀望,消費
FTHI,23.76,61.61,43.66,-8.74,23.0,反彈,⏳ 觀望,指數基金
FTLS,72.8,68.96,36.88,-8.15,66.0,反彈,⏳ 觀望,指數基金
FTQI,21.06,62.53,43.55,-10.28,11.0,逆轉,⏳ 觀望,指數基金
FTRE,10.6,62.28,69.59,-85.82,7.5,牛勢,⏳ 觀望,醫療
FTRI,18.17,92.67,92.67,-16.72,5.0,反彈,⏳ 觀望,指數基金
FTS,56.31,49.22,65.69,-13.41,45.0,反彈,⏳ 觀望,公用事業
FTSM,59.94,64.59,35.1,-0.35,51.0,止跌回升,⏳ 觀望,指數基金
FTV,62.0,70.29,63.13,-25.79,50.0,逆轉,⏳ 觀望,科技
FTW,10.51,65.05,0.0,-32.27,10.0,逆轉,⏳ 觀望,能源
FTXL,207.93,64.9,64.9,-33.42,190.0,牛勢,⏳ 觀望,指數基金
FTXR,41.45,26.98,95.05,-21.49,35.0,逆轉,⏳ 觀望,指數基金
FUBO,11.59,66.76,63.3,-70.2,10.5,牛勢,⏳ 觀望,通訊
FULT,21.92,60.54,63.96,-27.0,17.5,逆轉,⏳ 觀望,金融
FUTU,160.01,64.67,50.59,-51.43,127.45,牛勢,⏳ 觀望,金融
FVRR,10.63,58.24,61.36,-43.87,10.0,逆轉,⏳ 觀望,通訊
FWONA,81.5,79.42,0.0,-22.29,40.0,反彈,⏳ 觀望,通訊
FWRG,13.16,61.14,56.16,-55.63,12.5,牛勢,⏳ 觀望,消費
FXB,130.21,60.83,0.0,-6.61,132.0,止跌回升,⏳ 觀望,指數基金
FXE,108.11,57.57,87.86,-6.65,105.0,止跌回升,⏳ 觀望,指數基金
FXI,36.46,62.63,65.22,-19.64,36.0,止跌回升,⏳ 觀望,指數基金
FXZ,80.05,43.54,66.18,-21.04,63.0,逆轉,⏳ 觀望,指數基金
FYEE,28.63,56.63,83.54,-9.64,19.0,反彈,⏳ 觀望,指數基金
FYT,54.55,72.57,97.22,-19.44,49.0,逆轉,⏳ 觀望,指數基金
GABC,43.6,72.64,0.0,-22.68,40.0,逆轉,⏳ 觀望,金融
GAIN,16.43,56.43,67.15,-16.29,22.5,牛勢,⏳ 觀望,金融
GANX,1.96,71.04,45.11,-113.33,7.0,牛勢,⏳ 觀望,醫療
GAP,25.12,39.47,61.92,-46.94,25.0,逆轉,⏳ 觀望,消費
GATX,197.6,65.23,0.0,-22.1,170.0,牛勢,⏳ 觀望,工業
GBCI,49.4,75.83,73.62,-30.04,45.0,牛勢,⏳ 觀望,金融
GBDC,13.41,76.56,56.23,-18.42,12.5,逆轉,⏳ 觀望,金融
GBFH,28.7,75.05,0.0,-39.65,22.5,牛勢,⏳ 觀望,金融
GBIL,100.12,60.34,49.86,-0.2,100.0,止跌回升,⏳ 觀望,指數基金
GBX,49.07,58.38,62.3,-36.13,42.5,反彈,⏳ 觀望,工業
GCO,35.51,66.33,63.92,-66.83,12.5,牛勢,⏳ 觀望,消費
GCT,45.45,65.6,60.01,-73.07,20.0,牛勢,⏳ 觀望,科技
GDDY,84.35,52.71,62.39,-35.93,77.5,逆轉,⏳ 觀望,科技
GEF,66.39,74.9,0.0,-27.88,60.0,反彈,⏳ 觀望,消費
GEM,48.06,17.75,62.37,-17.8,35.0,逆轉,⏳ 觀望,指數基金
GEO,18.67,63.04,55.59,-48.59,13.0,牛勢,⏳ 觀望,工業
GFF,94.35,68.04,55.21,-34.72,70.0,牛勢,⏳ 觀望,工業
GGG,80.51,49.16,67.04,-19.25,75.0,止跌回升,⏳ 觀望,工業
GH,88.54,58.31,67.19,-54.71,80.0,逆轉,⏳ 觀望,醫療
